year_m,ff4_hf,us_cpi,us_ip,exp_cpi_12m,gs1,gs10,ebpnew,CPI_raw,us_cpi_inf,us_cpi_annualized,cpi_inf_annualized,ffr,c,unemp,ppi_inf,ppi_inf_annualizes,MP_shock,GK_inst,food,housing,apparel,transport,medical,recreation,educ_comm,core_cpi
01/12/1998,0,510.23026,86.8608,2.0509615,4.52,4.6500001,0.053300001,164.4000193,0.18265,167.4273078,2.027599472,4.68,64.067,4.4,-0.647249191,-7.496374878,0.007246262,0,162.8,162.2,132,140.9,245.9,101.4,100.5,175.4
01/01/1999,0,510.41257,87.2277,1.988,4.5100002,4.7199998,0.057,164.7000103,0.18231,167.7271315,2.023790661,4.63,64.013,4.3,0.081433225,0.981587303,0,0,163.4,162.2,131.5,140.8,246.5,101.7,100.5,175.6
01/02/1999,0,510.41257,87.7266,2.0572636,4.6999998,5,-0.1806,164.7000103,0,164.7000103,0,4.76,64.316,4.4,-0.48820179,-5.703648415,-0.008175788,0,163.8,162.4,130.8,140,247.3,101.7,100.8,175.6
01/03/1999,-0.02,510.47327,87.9203,2.0076048,4.7800002,5.23,-0.1513,164.8000136,0.0607,165.803056,0.669730164,4.81,64.624,4.2,0.245298446,2.983620951,0.001266748,-0.0012903,163.7,162.7,130.4,140.7,247.9,101.7,100.8,175.7
01/04/1999,0,511.13852,88.1153,2.1176136,4.6900001,5.1799998,-0.1999,165.9000005,0.66525,177.268914,7.566079687,4.74,65.011,4.3,0.815660685,10.2391883,0,-0.0187097,163.9,163.1,131.7,143.6,248.7,101.8,101,176.3
01/05/1999,0.039999999,511.19879,88.6554,2.1571429,4.8499999,5.54,-0.19509999,166.0000185,0.06027,167.0031881,0.664971477,4.74,65.311,4.2,0.889967638,11.21818225,0.098356903,0.0180645,164.2,163.3,131.7,143.4,249.3,102,100.9,176.5
01/06/1999,-0.07,511.19879,88.5958,2.2974637,5.0999999,5.9000001,-0.142,166.0000185,0,166.0000185,0,4.76,65.586,4.3,0.40096231,4.919087488,-0.12282518,0.0196021,164.1,163.6,131.7,143,250,102.1,101,176.6
01/07/1999,0,511.61957,89.1235,2.2809289,5.0300002,5.79,-0.086499996,166.699985,0.42078,173.847172,4.727200376,4.99,65.697,4.3,0.399361022,4.899009093,0,-0.0676665,164.4,164,131.5,144.6,250.9,102.1,101.1,177.1
01/08/1999,0.015,511.85925,89.5116,2.3482213,5.1999998,5.9400001,-0.032499999,167.1000108,0.23968,171.1480472,2.668303854,5.07,66.041,4.2,0.954653938,12.0769059,-0.023765473,0.003871,164.7,164.3,130.9,145.9,251.7,102.1,101.3,177.3
01/09/1999,0,512.27728,89.1361,2.3651514,5.25,5.9200001,0.098200001,167.800001,0.41803,174.9464549,4.695657462,5.22,66.372,4.2,0.866824271,10.91241728,0,0.0111289,165.1,164.9,131.2,147,252.5,101.8,101.5,177.8
01/10/1999,0.039999999,512.45593,90.2842,2.4465909,5.4299998,6.1100001,0.1141,168.1000436,0.17865,171.1271363,1.982798118,5.2,66.518,4.1,-0.234375,-2.77652687,0.065263487,0.0348387,165.5,165.1,131.4,147.6,253.1,101.9,101.6,178.1
01/11/1999,0.060010001,512.63422,90.7631,2.5055556,5.5500002,6.0300002,0.071900003,168.4000165,0.17829,171.4263516,1.978766874,5.42,66.845,4.1,0.469851214,5.786222517,0.052799944,0.0351663,165.8,165.5,131,147.5,253.9,102,101.8,178.4
01/12/1999,-0.005,512.87146,91.4926,2.5525362,5.8400002,6.2800002,-0.15369999,168.800003,0.23724,172.8471527,2.640816915,5.3,67.645,4,-0.389711613,-4.577592546,-0.028547464,0.0282309,166,165.7,131.3,148.8,254.9,102.3,101.9,178.7
01/01/2000,0,513.16724,91.4251,2.5913043,6.1199999,6.6599998,0.022500001,169.3000188,0.29578,174.373993,3.302126694,5.45,67.481,4,0.391236307,4.797188279,0,-0.0032258,166.1,166.5,130.7,149.1,255.6,102.3,102.6,179.3
01/02/2000,0.005,513.57983,91.7357,2.6164088,6.2199998,6.52,0.090899996,169.9999767,0.41259,177.1441716,4.633285282,5.73,68.116,4.1,1.16913484,14.96785617,0.024883943,0.0048275,166.7,167.3,130.4,150,256.5,102.4,102.2,179.4
01/03/2000,-0.00999,514.16638,92.0933,2.6225543,6.2199998,6.2600002,0.33770001,171.0000416,0.58655,181.2958658,6.644641533,5.85,68.451,4,0.770416025,9.646965825,-0.008333215,-0.0033724,167.1,167.7,130.3,153.6,257.7,102.7,102.1,180
01/04/2000,0,514.10785,92.6838,2.7436538,6.1500001,5.9899998,0.4955,170.8999846,-0.05853,169.9023083,-0.641949136,6.02,68.431,3.8,-0.076452599,-0.913583307,0,-0.0064452,167.2,167.9,129.8,152.1,258.4,102.6,102.2,180.3
01/05/2000,0.07,514.28326,92.9376,2.8538866,6.3299999,6.4400001,0.68589997,171.2000233,0.17541,174.2265906,1.946522133,6.27,68.688,4,0.688599847,8.583446019,0.064768843,0.0361292,167.8,168.3,129.7,152,259.2,103,102.3,180.7
01/06/2000,-0.01501,514.86566,93.0076,2.9079061,6.1700001,6.0999999,0.72710001,172.2000014,0.5824,182.4928085,6.596252124,6.53,68.834,4,1.671732523,22.01204039,-0.021315254,0.0323699,168,169.2,129.3,155,260.3,103.4,102.1,181.1
01/07/2000,0,515.15558,92.8458,2.9041667,6.0799999,6.0500002,0.7931,172.699968,0.28992,177.7719697,3.23575391,6.54,68.882,4,-0.074738416,-0.893183507,0,-0.013509,168.8,169.9,128.9,154.6,261.2,103.6,102.7,181.5
01/08/2000,0.005,515.15558,92.5972,2.8736112,6.1799998,5.8299999,0.95209998,172.699968,0,172.699968,0,6.5,69.236,4.1,-0.598354525,-6.948605893,0.009388752,0.0016129,169.3,170.2,128.9,153.2,262.4,103.8,102.8,181.9
01/09/2000,0,515.67535,92.9653,2.9403508,6.1300001,5.8000002,1.0555,173.5999475,0.51977,182.8346924,5.868399686,6.52,69.808,3.9,1.354401806,17.51989029,0,0.0033872,169.4,171.1,129.5,155.2,263.3,103.9,102.2,182.3
01/10/2000,0.025,515.84802,92.6418,2.8760417,6.0100002,5.7399998,1.4413,173.8999615,0.17267,176.9258681,1.915853449,6.51,69.765,3.9,0.519673348,6.417443989,0.029019687,0.023387,169.6,171.8,129.2,154.7,264.1,103.9,103,182.6
01/11/2000,0,516.02039,92.6618,2.815942,6.0900002,5.7199998,1.5232,174.1999714,0.17237,177.2257914,1.912496074,6.51,69.829,3.9,-0.295420975,-3.488014615,0.036434356,0.0016129,169.7,172.2,129.2,155,264.7,103.9,102.8,183.1
01/12/2000,-0.005,516.24976,92.3459,2.7166667,5.5999999,5.2399998,1.5137,174.5999924,0.22937,178.6459132,2.552205855,6.4,70.149,3.9,0.888888889,11.20391292,0.035223573,-0.0020967,170.5,172.8,129.1,155.1,265.6,104,103.4,183.3
01/01/2001,-0.11999,516.82086,91.8903,2.652174,4.8099999,5.1599998,1.0968,175.5999857,0.5711,185.8871733,6.464594162,5.98,70.164,4.2,2.790014684,39.12690924,-0.24841693,-0.1422579,170.9,174.5,129.4,155.4,267.2,104.1,103.8,183.9
01/02/2001,0,517.0484,91.2915,2.5520203,4.6799998,5.0999999,1.1246001,176.0000009,0.22754,180.0454947,2.531611218,5.49,70.199,4.2,-1.857142857,-20.14458619,0,0.0193646,171.7,174.9,129.6,155.2,268.3,104.2,103.9,184.4
01/03/2001,-0.075000003,517.10522,91.0526,2.6582701,4.3000002,4.8899999,1.0707,176.1000325,0.05682,177.1031666,0.626798712,5.31,70.141,4.3,-1.091703057,-12.34177182,-0.000407389,-0.0290322,172.2,175.3,129.5,154.2,269.4,104.2,104.4,184.7
01/04/2001,-0.37,517.27539,90.7293,2.7550001,3.98,5.1399999,0.89160001,176.399957,0.17017,179.424587,1.887878391,4.8,70.094,4.4,0.367917586,4.505455629,-0.30669311,-0.2063012,172.6,175.4,128.2,154.8,270.4,104.8,104.5,185.1
01/05/2001,-0.14,517.7843,90.2577,2.9054348,3.78,5.3899999,0.73019999,177.2999622,0.50891,186.5299913,5.742651195,4.21,70.394,4.3,0.293255132,3.576379149,-0.092314079,-0.2864408,172.9,176.1,127.4,157.6,271.3,104.8,104.6,185.3
01/06/2001,0.075000003,518.00964,89.7677,2.9802778,3.5799999,5.2800002,0.9612,177.6999404,0.22534,181.7446198,2.506857616,3.97,70.438,4.5,-0.950292398,-10.82597411,0.059506785,-0.0532258,173.5,176.8,127.4,157.3,272.4,104.7,105,186
01/07/2001,0,517.8407,89.226,2.784503,3.6199999,5.2399998,0.71869999,177.3999876,-0.16894,174.4254247,-1.842721891,3.77,70.588,4.6,-1.549815498,-17.09162321,0,0.0650001,174.1,176.8,127.3,154,272.8,104.9,105.5,186.4
01/08/2001,-0.02,517.8407,89.1326,2.7463205,3.47,4.9699998,0.70480001,177.3999876,0,177.3999876,0,3.65,70.989,4.9,0,0,0.028874703,-0.0070968,174.5,177.1,126.4,153.4,274.3,105.1,105.8,186.7
01/09/2001,-0.045000002,518.2345,88.6679,2.5848484,2.8199999,4.73,1.1468,178.0999661,0.3938,185.237712,4.418108775,3.07,70.084,5,-0.074962519,-0.895850686,-0.045,-0.0129032,174.7,177,125.8,156,275.2,105.3,105.8,187.1
01/10/2001,-0.039999999,517.95337,88.3926,2.3180556,2.3299999,4.5700002,0.97610003,177.5999768,-0.28113,172.6691179,-3.049325816,2.49,71.89,5.3,-2.250562641,-23.90235872,-0.003230328,-0.0387096,175.3,176.9,125.8,152.9,276.3,105.4,106.4,187.4
01/11/2001,-0.14,517.89703,87.8774,2.0696969,2.1800001,4.6500001,-0.17839999,177.4999452,-0.05634,176.502414,-0.61799714,2.09,71.633,5.5,-0.383729854,-4.508806588,-0.12132697,-0.1179571,175.4,177.5,125.4,150.2,277.4,105.7,106.5,188.1
01/12/2001,-0.029999999,517.8407,87.8344,1.8068452,2.22,5.0900002,0.38100001,177.3999876,-0.05633,176.4031947,-0.617887758,1.82,71.552,5.7,-1.309707242,-14.63236552,-0.027401501,-0.0436559,175.2,177.9,124.9,149.2,278.2,105.6,106.7,188.4
01/01/2002,0.02,518.00964,88.4665,1.625,2.1600001,5.04,0.53390002,177.6999404,0.16894,180.7246713,1.874117225,1.73,71.667,5.7,0.31225605,3.81209968,0.016959708,-0.0083871,175.8,178.3,124.4,149.3,279.8,105.7,107,188.7
01/02/2002,0,518.17834,88.4661,1.4886552,2.23,4.9099998,0.72049999,177.9999732,0.1687,181.0254746,1.871432316,1.74,71.951,5.7,-0.077821012,-0.929865458,0,0.0187097,176.2,178.7,124.6,148.7,280.4,105.9,107.2,189.1
01/03/2002,-0.045000002,518.45886,89.1228,1.5884601,2.5699999,5.2800002,0.23649999,178.4999998,0.28052,183.5702449,3.12936659,1.73,71.937,5.7,1.090342679,13.89798077,-0.001611049,-0.0188708,176.6,179,125.3,150.5,281.4,106,106.8,189.2
01/04/2002,0,518.90607,89.5532,1.7698607,2.48,5.21,0.37900001,179.3000573,0.44721,187.4799729,5.030797283,1.75,72.321,5.9,0.770416025,9.646965825,0,-0.026129,176.9,179.5,125.1,152.5,282.7,106.3,106.6,189.7
01/05/2002,-0.02,519.01752,89.934,1.8864198,2.3499999,5.1599998,0.48640001,179.4999986,0.11145,181.5104764,1.232804499,1.75,72.041,5.8,0,0,0.010387345,-0.016129,176.4,179.8,124.6,152.8,283.9,106.2,107.2,190
01/06/2002,-0.01,519.07324,90.6769,2.0502236,2.2,4.9299998,0.8818,179.6000438,0.05572,180.6032602,0.614630453,1.75,72.283,5.8,0.076452599,0.921298741,0.028010448,-0.0055377,176.5,180,123.9,152.8,284.6,106.1,107.5,190.2
01/07/2002,0,519.29572,90.6455,2.0821428,1.96,4.6500001,1.4642,180.0000628,0.22248,184.0445811,2.474686055,1.73,72.762,5.8,0.229182582,2.785123459,0,-0.0083334,176.7,180.2,123.5,153.3,286.4,106.1,108.2,190.5
01/08/2002,-0.039999999,519.57306,90.5475,2.0627873,1.76,4.2600002,1.3775001,180.4999679,0.27734,185.5681822,3.093398554,1.74,72.868,5.7,0.228658537,2.778674734,0.018076718,-0.0245161,176.7,180.7,124.3,154,287.2,106.3,108.9,191.1
01/09/2002,-0.005,519.73914,90.6381,2.0610015,1.72,3.8699999,1.5314,180.7999913,0.16608,183.8250052,1.842126248,1.75,72.531,5.7,0.608365019,7.549673512,0.049740117,-0.0166504,177,181.1,123.4,154.2,288.1,106.3,108.7,191.3
01/10/2002,0,519.96014,90.4041,2.1294644,1.65,3.9400001,1.3714,181.2000012,0.221,185.24413,2.458041438,1.75,72.827,5.7,0.680272109,8.475726582,0,-0.0038333,177,181.5,123,155.5,289.8,106.5,108.8,191.5
01/11/2002,-0.085000001,520.12555,90.8985,2.068254,1.49,4.0500002,1.0177,181.4999721,0.16541,184.5243565,1.834633179,1.34,73.035,5.9,-0.075075075,-0.897190258,0.008038806,-0.0708334,177.5,182,123.1,155.4,291.2,106.5,108.8,191.9
01/12/2002,0.01,520.29071,90.389,2.0919871,1.45,4.0300002,0.86309999,181.7999851,0.16516,184.8247564,1.831837386,1.24,73.513,6,-0.15026296,-1.7883278,0.023454608,-0.0070698,177.7,182.3,122.7,155.3,292.1,106.8,109,192.1
